title,link,abstract,sdgs,full_abstract,sdg_1,sdg_2,sdg_3,sdg_4,sdg_5,sdg_6,sdg_7,sdg_8,sdg_9,sdg_10,sdg_11,sdg_12,sdg_13,sdg_14,sdg_15,sdg_16
Global and regional spending on dementia care from 2000–2019 and expected future health spending scenarios from 2020–2050: An economic modelling exercise,/articles/global-and-regional-spending-dementia-care-2000%E2%80%932019-and-expected-future-health-spending,"An article on global spending of dementia care, in the context of SDG 3, focusing specifically on modelling global and regional estimates from 2000 to 2019 and expected future scenarios from 2020 to 2050.
",Goal 3: Good health and well-being,"Background: The global burden of dementia is increasing. As diagnosis and treatment rates increase and populations grow and age, additional diagnosed cases will present a challenge to healthcare systems globally. Even modelled estimates of the current and future healthcare spending attributable to dementia are valuable for decision makers and advocates to prepare for growing demand. Methods: We modelled healthcare spending attributable to dementia from 2000 to 2019 and expected estimated future spending from 2020 to 2050 under multiple scenarios. Data were from the Global Burden of Diseases 2019 study and from two systematic literature reviews. We used meta-regression to estimate the fraction of dementia spending that is attributable to dementia for those receiving nursing home-based care and for those receiving community-based care. We used spatiotemporal Gaussian process regression to account for data missingness and model diagnosis and treatment rates, nursing home-based care and community-based care rates, and unit costs for the many countries without their own underlying estimates. Projections of future spending estimate a baseline scenario from 2020 to 2050 based on ongoing growth. Alternative scenarios assessed faster growth rates for dementia diagnosis and treatment rates, nursing home-based care, and healthcare costs. All spending is reported in 2019 United States dollars or 2019 purchasing-power parity-adjusted dollars. Findings: Based on observed and modelled inputs, we estimated that global spending on dementia increased by 4.5% (95% uncertainty interval: 3.4–5.4%) annually from 2000 to 2019, reaching $263 billion (95% uncertainty interval [UI] $199– $333) attributable to dementia in 2019. We estimated total healthcare spending on patients with dementia was $594 billion (95% UI $457–$843). Under the baseline scenario, we estimated that attributable dementia spending will reach $1.6 trillion (95% UI $0.9–$2.6) by 2050. We project it will represent 11% (95% UI 6–18%) of all expected health spending, although it could be as high as 17% (95% UI 10–26%) under alternative scenarios. Interpretation: Health systems will experience increases in the burden of dementia in the near future. These modelled direct cost estimates, built from a relatively small set of data and linear time trends, highlight the magnitude of health system resources expected to be used to provide care and ensure sufficient and adequate resources for aging populations and their caretakers. More data are needed to corroborate these important trends.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clinical effectiveness of music interventions for dementia and depression in elderly care (MIDDEL): Australian cohort of an international pragmatic cluster-randomised controlled trial,/articles/clinical-effectiveness-music-interventions-dementia-and-depression-elderly-care-middel,"An article on comorbid dementia and depression, in the context of SDG 3, focusing specifically on the effectiveness of music interventions on depressive symptoms for people with dementia.
",Goal 3: Good health and well-being,"Background: Dementia and depression are highly prevalent and comorbid conditions among older adults living in care homes and are associated with individual distress and rising societal costs. Effective, scalable, and feasible interventions are needed. Music interventions have shown promising effects, but the current evidence base is inconclusive. The present study aimed to determine the effectiveness of two different music interventions on the depressive symptoms of people with dementia living in residential aged care. Methods: We implemented a 2 × 2 factorial cluster-randomised controlled trial to determine whether group music therapy (GMT) is more effective than no GMT with standard care, or recreational choir singing (RCS) is more effective than no RCS with standard care, for reducing depressive symptoms and other secondary outcomes in people with dementia with mild to severe depressive symptoms living in residential aged care. Care home units with at least ten residents were allocated to GMT, RCS, GMT plus RCS, or standard care, using a computer-generated list with block randomisation (block size four). The protocolised interventions were delivered by music therapists (GMT) and community musicians (RCS). The primary outcome was Montgomery-Åsberg Depression Rating Scale score at 6 months, assessed by a masked assessor and analysed on an intention-to-treat basis using linear mixed-effects models, which examined the effects of GMT versus no-GMT and RCS versus no-RCS, as well as interaction effects of GMT and RCS. We report on the Australian cohort of an international trial. This trial is registered with ClinicalTrials.gov, NCT03496675, and anzctr.org.au, ACTRN12618000156280. Findings: Between June 15, 2018, and Feb 18, 2020, we approached 12 RAC facilities with 26 eligible care home units and, excluding six units who could not be enrolled due to COVID-19 lockdowns, we screened 818 residents. Between July 18, 2018, and Nov 26, 2019, 20 care home units were randomised (318 residents). Recruitment ceased on March 17, 2020, due to COVID-19. The primary endpoint, available from 20 care home units (214 residents), suggested beneficial effects of RCS (mean difference –4·25, 95% CI –7·89 to –0·62; p=0·0221) but not GMT (mean difference –0·44, –4·32 to 3·43; p=0·8224). No related serious adverse events occurred. Interpretation: Our study supports implementing recreational choir singing as a clinically relevant therapeutic intervention in reducing depressive symptoms for people with dementia in the Australian care home context. Funding: National Health and Medical Research Council, Australia.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"This is Me: Evaluation of a boardgame to promote social engagement, wellbeing and agency in people with dementia through mindful life-storytelling",/articles/me-evaluation-boardgame-promote-social-engagement-wellbeing-and-agency-people-dementia,"An investigation demonstrating a way to support the well-being of people with dementia.
",Goal 3: Good health and well-being,"Receiving a dementia diagnosis is a difficult experience for most people and often affects their wellbeing negatively. To support people's wellbeing, in a therapeutic context, life-storytelling, reminiscence and mindfulness are used with people with dementia. In an everyday context, traditional games are used as a resource for stimulating memory, cognition and social activity. While an increasing number of creative strategies are available to support people with dementia, the area of board games design and their effect on wellbeing is underexplored. This paper reports on the evaluation of the This is Me (TIM) mindful life-storytelling board game by the European project MinD. Using a co-design methodology, TIM was developed with and for people with mild to moderate dementia to support their wellbeing by enhancing self-empowerment and social engagement. A focus group methodology was used to evaluate TIM with 50 people with dementia and 19 carers across four countries. TIM was evaluated with regard to the usability and experience of the design as well as people's emotional wellbeing, social engagement and agency. The thematic analysis demonstrated that the combination of life-storytelling and mindfulness allowed players to engage in meaningful social interaction and, as a result, they reported enjoyment, learning, more acceptance of the past and present situation, and that they perceived looking forward into the future together with others as helpful. The study demonstrates that design can be a useful means to support people with dementia in aspects of emotional wellbeing, social engagement and a sense of agency.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trends in and complications associated with mental health condition diagnoses during delivery hospitalizations,/articles/trends-and-complications-associated-mental-health-condition-diagnoses-during-delivery,"Mental health condition diagnoses were associated with other underlying chronic health conditions and a modestly increased risk of a range of adverse outcomes. The findings suggested that mental health conditions are an important risk factor in adverse maternal outcomes.
",Goal 3: Good health and well-being,"Background: Mental health conditions during delivery hospitalizations are not well characterized. Objective: This study aimed to characterize the prevalence of maternal mental health condition diagnoses and associated risk during delivery hospitalizations in the United States. Study Design: The 2000 to 2018 National Inpatient Sample was used for this repeated cross-sectional analysis. Delivery hospitalizations of women aged 15 to 54 years with and without mental health condition diagnoses, including depressive disorder, anxiety disorder, bipolar spectrum disorder, and schizophrenia spectrum disorder, were identified. Temporal trends in mental health condition diagnoses during delivery hospitalizations were determined using the National Cancer Institute's Joinpoint Regression Program to estimate the average annual percent change with 95% confidence intervals. The trends in chronic conditions associated with mental health condition diagnoses, including asthma, pregestational diabetes mellitus, chronic hypertension, obesity, and substance use, were analyzed. The association between mental health conditions and the following adverse outcomes was determined: (1) severe maternal morbidity, (2) preeclampsia or gestational hypertension, (3) preterm delivery, (4) postpartum hemorrhage, (5) cesarean delivery, and (6) maternal mortality. Regression models for each outcome were performed with unadjusted and adjusted risk ratios as measures of effects. Results: Of 73,109,791 delivery hospitalizations, 2,316,963 (3.2%) had ≥1 associated mental health condition diagnosis. The proportion of delivery hospitalizations with a mental health condition increased from 0.6% in 2000 to 7.3% in 2018 (average annual percent change, 11.4%; 95% confidence interval, 10.3%–12.6%). Among deliveries in women with a mental health condition diagnosis, chronic health conditions, including asthma, pregestational diabetes mellitus, chronic hypertension, obesity, and substance use, increased from 14.9% in 2000 to 38.5% in 2018. Deliveries to women with a mental health condition diagnosis were associated with severe maternal morbidity (risk ratio, 1.88; 95% confidence interval, 1.86–1.90), preeclampsia and gestational hypertension (risk ratio, 1.59; 95% confidence interval, 1.58–1.60), preterm delivery (risk ratio, 1.35; 95% confidence interval, 1.35–1.36), postpartum hemorrhage (risk ratio, 1.37; 95% confidence interval, 1.36–1.38), cesarean delivery (risk ratio, 1.20; 95% confidence interval, 1.20–1.20), and maternal death (risk ratio, 1.31; 95% confidence interval, 1.12–1.56). The increased risk was retained in adjusted models. Conclusion: The proportion of delivery hospitalizations with mental health condition diagnoses increased significantly throughout the study period. Mental health condition diagnoses were associated with other underlying chronic health conditions and a modestly increased risk of a range of adverse outcomes. The findings suggested that mental health conditions are an important risk factor in adverse maternal outcomes.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Identifying health conditions associated with Alzheimer's disease up to 15 years before diagnosis: an agnostic study of French and British health records,/articles/identifying-health-conditions-associated-alzheimers-disease-15-years-diagnosis-agnostic,"An article on Alzheimer's disease risk, in the context of SDG 3, focusing specifically on the association between health conditions diagnosed in primary care and incident Alzheimer's disease.
",Goal 3: Good health and well-being,"Background: The identification of modifiable risk factors for Alzheimer's disease is paramount for early prevention and the targeting of new interventions. We aimed to assess the associations between health conditions diagnosed in primary care and the risk of incident Alzheimer's disease over time, up to 15 years before a first Alzheimer's disease diagnosis. Methods: In this agnostic study of French and British health records, data from 20 214 patients with Alzheimer's disease in the UK and 19 458 patients with Alzheimer's disease in France were extracted from The Health Improvement Network database. We considered data recorded from Jan 1, 1996, to March 31, 2020 in the UK and from Jan 4, 1998, to Feb 20, 2019, in France. For each Alzheimer's disease case, a control was randomly assigned after matching for sex and age at last visit. We agnostically tested the associations between 123 different diagnoses of the International Classification of Diseases, 10th revision, extracted from health records, and Alzheimer's disease, by running a conditional logistic regression to account for matching of cases and controls. We focused on three time periods before diagnosis of Alzheimer's disease, to separate risk factors from early symptoms and comorbidities. Findings: Unadjusted odds ratios (ORs) and 95% CIs for the association between Alzheimer's disease and various health conditions were estimated, and p values were corrected for multiple comparisons. In both the British and French studies, ten health conditions were significantly positively associated with increased Alzheimer's disease risk, in a window of exposure from 2–10 years before Alzheimer's disease diagnosis, comprising major depressive disorder (UK OR 1·34, 95% CI 1·23–1·46; France OR 1·73, 1·57–1·91), anxiety (UK OR 1·36, 1·25–1·47; France OR 1·50, 1·36–1·65), reaction to severe stress and adjustment disorders (UK OR 1·40, 1·24–1·59; France OR 1·83, 1·55–2·15), hearing loss (UK OR 1·19, 1·11–1·28; France OR 1·51, 1·21–1·89), constipation (UK OR 1·31, 1·22–1·41; France OR 1·59, 1·44–1·75), spondylosis (UK OR 1·26, 1·14–1·39; France OR 1·62, 1·44–1·81), abnormal weight loss (UK OR 1·47, 1·33–1·63; France OR 1·88, 1·56–2·26), malaise and fatigue (UK OR 1·23, 1·14–1·32; France OR 1·59, 1·46–1·73), memory loss (UK OR 7·63, 6·65–8·76; France OR 4·41, 3·07–6·34), and syncope and collapse (UK OR 1·23, 1·10–1·37; France OR 1·57, 1·26–1·96). Depression was the first comorbid condition associated with Alzheimer's disease, appearing at least 9 years before the first clinical diagnosis, followed by anxiety, constipation, and abnormal weight loss. Interpretation: These results from two independent primary care databases provide new evidence on the temporality of risk factors and early signs of Alzheimer's disease that are observable at the general practitioner level. These results could guide the implementation of new primary and secondary prevention policies. Funding: Agence Nationale de la Recherche.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Outdoor air pollution exposure and cognitive performance: findings from the enrolment phase of the CONSTANCES cohort,/articles/outdoor-air-pollution-exposure-and-cognitive-performance-findings-enrolment-phase,"An article on air pollution and cognitive decline, in the context of SDGs 3 and 11, focusing specifically on the association between exposure to outdoor air pollutants and cognitive performance.
",Goal 3: Good health and well-being; Goal 11: Sustainable cities and communities,"Background: Air pollution exposure is one of the modifiable risk factors of cognitive decline. We aimed to test the association between exposure to several outdoor air pollutants and domain-specific cognitive performance. Methods: In this cross-sectional study, we used data from the enrolment phase of the French CONSTANCES cohort. From the 220 000 people (aged 18–69 years) randomly recruited in the French CONSTANCES cohort, participants aged 45 years old or older (104 733 people) underwent a comprehensive cognitive assessment (verbal episodic memory, language skills, and executive functions). After exclusion of those who were not suitable for our analysis, 61 462 participants with available data were included in the analyses. We used annual mean concentrations at residential addresses, derived from land-use regression models, to assign exposure to particulate matter with aerodynamic diameters less than 2·5 μm (PM2·5), nitrogen dioxide (NO2), and black carbon. We used multiple linear regression models with different covariate adjustments to test the associations between each pollutant and cognitive outcomes. We did several sensitivity analyses, including multilevel modelling, meta-analysis by centre of recruitment, and exclusion of specific population groups. Findings: We found significantly poorer cognitive function, especially on semantic fluency and domains of executive functions, with an increase in exposure to black carbon and NO2. Exposure to PM2·5 was mainly significant for the semantic fluency test. We found that decrease in cognitive performance with an increase of one interquartile range of exposure ranged from 1% to nearly 5%. The largest effect size (percentage decrease) for both PM2.5 and NO2 was found for the semantic fluency test (PM2.5 4·6%, 95% CI 2·1–6·9 and NO2 3·8%, 1·9–5·7), whereas for black carbon, the largest effect size was found for the digit symbol substitution test of the domains of executive functions (4·5%, 2·7–6·3). Monotonic and linear exposure–response associations were found between air pollution exposure and cognitive performance, starting from a low level of exposures. Interpretation: Significantly poorer cognitive performance was associated with exposure to outdoor air pollution even at low levels of exposure. This highlights the importance of further efforts to reduce exposure to air pollution. Funding: The Caisse Nationale d'Assurance Maladie, and partly funded by Merck Sharp & Dohme and L'Oréal, the French National Research Agency, and Fondation de France. Translation: For the French translation of the abstract see Supplementary Materials section.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Dementia care-sharing and migration: An intersectional exploration of family carers' experiences,/articles/dementia-care-sharing-and-migration-intersectional-exploration-family-carers-experiences,"This article addresses ways to share the burden of care for those with dementia.
",Goal 3: Good health and well-being; Goal 10: Reduced inequalities,"Background and objectives: Previous studies show that persons with a migration background (PwM) caring for a family member with dementia often experience access barriers to formal care services, and that family carers often perform the lion's share of care. Yet research offering a detailed account on their experiences of dementia care-sharing is sparse. In this paper, we respond to this knowledge gap by exploring how different social categories impact on practices of care-sharing in our participants and their families. Research design and methods: A qualitative study of six PwM who provide care for a family member with dementia was conducted through two methods: semi-structured, life-story interviews followed by “shadowing” our participants in their daily lives. We were guided by intersectionality as an analytical lens in exploring the multifaceted experiences of care-sharing. Findings: Throughout our analysis, intersections of migration history and social class stood out the most. We elucidate how they influence the attainment of necessary skills to organize and share care-tasks as well as perceptions of “good care.” Additionally, our findings illustrate how one's position within the family, the presence or absence of supportive social networks, religion, gendered care norms, and relationship to the care-recipient are relevant to experiences of care-sharing. Implications: Rather than overemphasizing ethnicity and culture, practice and policy should take into account that intersections of various social categories affect care-sharing and the type of support that is (or is not) organized.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Emerging trends in science and news of climate change threats to and adaptation of aquaculture,/articles/emerging-trends-science-and-news-climate-change-threats-and-adaptation-aquaculture,"Temperature and sea level rise threats to aquaculture were the main focus in science and the news. At least 10 countries linked current impacts on aquaculture to climate change. Global papers cited technology for adaption, while regional papers cited governance.
",Goal 14: Life below water; Goal 12: Responsible consumption and production; Goal 13: Climate action,"Food production is one of the main contributors to climate change, but is also vulnerable to the resulting stressors, which is well documented for agriculture and fisheries. Attention is now turning to the rapidly growing aquaculture sector and its vulnerability to a changing climate. Here we explore the extent to which climate stressors and aquaculture, and concomitant adaptation strategies, are studied in science and addressed in public media (news) to assess focus and attribution of climate change. We reviewed 553 scientific publications and 228 news media articles on climate stressors, impacts, and adaptation approaches with respect to aquaculture. Results indicate that coverage in the scientific community of climate stressors on aquaculture have not kept pace with growth of production in the sector, especially compared to agriculture and fisheries. Temperature, sea level rise, and ocean acidification were most often the focus in science (44%) and news (42%), suggesting some alignment. Combined coverage tended to revolve around Asia, Europe, and North/Central America (70%) and at least 10 countries' science and news linked current impacts on aquaculture to climate change. The majority of scientific articles addressing adaptation were regional rather than global, and emphasized governance and institutional strategies over technological solutions. In all, this research highlights the comparatively nascent focus of climate change implications for aquaculture, narrow emphasis of stressors, but fairly representative coverage of regions with more aquaculture. Our work highlights the need for more research and public awareness of the social and ecological climate change threats and impacts on, and adaptive strategies for aquaculture.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Role of climate goals and clean-air policies on reducing future air pollution deaths in China: a modelling study,/articles/role-climate-goals-and-clean-air-policies-reducing-future-air-pollution-deaths-china,"An Article in support of SDGs 3, 7, and 13, showing that adopting strict climate policies (the 1·5°C and 2°C targets) and strengthening clean-air policies could achieve major improvements in air quality and substantially reduce the human health effects from air pollution in China.
",Goal 3: Good health and well-being; Goal 11: Sustainable cities and communities; Goal 13: Climate action,"Background: Over 3 million people die every year from diseases caused by exposure to outdoor PM2·5 air pollution, and more than a quarter of these premature deaths occur in China. In addition to clean-air policies that target pollution emissions, climate policies aimed at reducing fossil-fuel CO2 emissions (eg, to avoid 1·5°C of warming) might also greatly improve air quality and public health. However, no comprehensive accounting of public health outcomes has been done under different energy pathways and local clean-air management decisions in China. We aimed to develop an integrated method for quantifying the health co-benefits from different climate, energy, and clean-air policy scenarios and to assess the relationship between climate and clean-air policies and future health burdens in China, where an ageing population will further exacerbate the effects of air pollution. Methods: For this modelling study, we used a China-focused integrated assessment model and a dynamic emission projection model to project future Chinese air quality in scenarios spanning a range of global climate targets (1·5°C, 2°C, national determined contributions [NDC], unambitious, baseline, and 4·5°C) and national clean-air actions (termed 2015-pollution, current-pollution, and ambitious-pollution). We then evaluated the health effects of PM2·5 air pollution in the scenario matrix using the air quality model and the latest epidemiological concentration–response functions from the 2019 Global Burden of Diseases, Injuries, and Risk Factors Study. Findings: We found that, without ambitious climate mitigation (eg, under current NDC pledge), Chinese deaths related to PM2·5 air pollution might not always decrease—and might often grow—by 2050 compared with the base year of 2015, regardless of clean-air policies and air quality improvements. For example, in the scenario that tracks China's current NDC pledge and uses the best available pollution control technologies (the ambitious-pollution and NDC goals scenario), PM2·5-related deaths in China would decrease slightly by 2030 to 1·23 million per year (95% CI 0·95–1·51) from 1·25 million (1·04–1·46) in 2015, but would not decrease further by 2050 (1·21 million, 0·86–1·60) despite substantial and continuous improvements in population-weighted air quality (from 27·2 μg/m3 in 2030 to 16·0 μg/m3 in 2050). The contrary trends of improving air quality and increasing PM2·5-related deaths in many of our scenarios revealed the extent to which extra efforts are needed to compensate for the increasing age of China's population in the future. With the scenarios that included ambitious clean-air policies and met international climate goals to avoid 1·5°C and 2°C of warming (the ambitious-pollution-2°C goals scenario and the ambitious-pollution-1·5°C goals scenario), we observed substantial decreases in China's PM2·5-related deaths of 0·32–0·55 million deaths compared with NDC goals in 2050, and age-standardised death rates decreased by 10·2–14·2 deaths per 100 000 population per year. Interpretation: Our results show that ambitious climate policies (ie, limiting global average temperature rise to well below 2°C) and low-carbon energy transitions coupled with stringent clean-air policies are necessary to substantially reduce the human health effects from air pollution in China, regardless of socioeconomic assumptions. Our findings could help policy makers understand the crucial links between climate policy and public health. Funding: The National Natural Science Foundation of China.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Mitigation co-benefits of climate change adaptation: A case-study analysis of eight cities,/articles/mitigation-co-benefits-climate-change-adaptation-case-study-analysis-eight-cities,"Urban climate change agenda furthered by aligning adaptation plans with development goals. Near-term benefits delivered by aligning adaptation, mitigation and development. Synergistic adaptation-mitigation planning leads to inclusion of co-benefits and avoidance of trade-offs. Informal networks can enhance coordination required for co-benefit approaches.
",Goal 11: Sustainable cities and communities; Goal 13: Climate action,"This research explores the approaches eight cities – Durban, Cape Town, London, Manchester, Surat, Indore, Montreal, and Vancouver – are taking to plan for mitigation co-benefits of adaptation strategies. The approaches set out in city adaptation plans are analysed and compared to provide insight into the uptake of mitigation co-benefits in terms of the extent to which they are strategically planned for and the types of measures utilised. The research also identifies common barriers cities face that prevent the implementation of co-benefit approaches. Finally, drawing on approaches taken by the cities that comprehensively plan for adaptation-mitigation co-benefits, three actions are outlined to serve as recommendations for cities to help catalyse the uptake of co-benefits and avoid trade-offs in adaptation planning. Delivering mitigation co-benefits of adaptation actions was a strategic aim of five of eight cities. Four of these cities comprehensively identified mitigation co-benefits of planned adaptation measures. Certain types of co-benefits were more commonly utilised by cities, such as ecosystem-based strategies and building design measures. The alignment of adaptation and development goals is a more common aim than the alignment of adaptation and mitigation. Incentives to meet multiple policy priorities, reduce costs, and increase resource efficiency can deliver co-benefit approaches that cover adaptation, mitigation, and development goals.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Fair mobility budgets: A concept for achieving climate neutrality and transport equity,/articles/fair-mobility-budgets-concept-achieving-climate-neutrality-and-transport-equity,"Transport emissions play a large role in climate change. Unfortunately, measures to address this risk creating inequalities in access to mobility. This article proposes policy recommendations to reconcile these two problems.
",Goal 10: Reduced inequalities; Goal 11: Sustainable cities and communities; Goal 13: Climate action,"Transport justice has two essential dimensions: (1) compensating for inequalities in access to mobility, and (2) mitigating the disproportionately burdensome negative consequences of transport. In light of the urgently needed action regarding climate change especially in the transport sector, measures reducing carbon emissions to mitigate the impact are inevitable. However, policy measures for reaching climate targets should avoid increasing unequal mobility chances. Therefore, there is a need for concepts striving to mitigate both climate impacts and transport injustice. The paper addresses the potential of introducing individual mobility budgets to achieve transport-related climate goals while reducing inequalities in mobility. The concept proposed in this contribution is based on a combination of qualitative and quantitative impact assessment methods including a stakeholder involvement process and transport modelling based on different data sources. The results provide policy recommendations as well as further research requirements, which are already partly addressed iin follow-up projects.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Hematologic cancers in individuals infected by HIV,/articles/hematologic-cancers-individuals-infected-hiv,"To date, most cancer clinical trials exclude all HIV-infected patients. The HIV Working Group has defined important principles related to eligibility criteria for HIV-infected patients with cancer. Notably, patients with CD4 count $350/mL should generally be eligible for any study, whereas lower CD4 count may be appropriate in the setting of second-line and later cancer therapy, assuming cART is carefully managed. All these studies will require multidisciplinary efforts. ",Goal 3: Good health and well-being,"HIV infection increases cancer risk and is linked to cancers associated to infectious agents classified as carcinogenic to humans by the International Agency for Research on Cancer. Lymphomas represent one of the most frequent malignancies among individuals infected by HIV. Diffuse large B-cell lymphoma remains a leading cancer after the introduction of combined antiretroviral therapy (cART). The incidence of other lymphomas including Burkitt lymphoma, primary effusion lymphomas, and plasmablastic lymphoma of the oral cavity remain stable, whereas the incidence of Hodgkin lymphoma and Kaposi sarcoma-associated herpesvirus (KSHV)-associated multicentric Castleman disease has increased. The heterogeneity of lymphomas in individuals infected by HIV likely depends on the complexity of involved pathogenetic mechanisms (ie, HIV-induced immunosuppression, genetic abnormalities, cytokine dysregulation, and coinfection with the gammaherpesviruses Epstein-Barr virus and KSHV) and the dysregulation of the immune responses controlling these viruses. In the modern cART era, standard treatments for HIV-associated lymphoma including stem cell transplantation in relapsed/refractory disease mirror that of the general population. The combination of cART and antineoplastic treatments has resulted in remarkable prolongation of long-term survival. However, oncolytic and immunotherapic strategies and therapies targeting specific viral oncogenes will need to be developed.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transformation²: Making software engineering accountable for sustainability,/articles/transformation%C2%B2-making-software-engineering-accountable-sustainability,"Authors argue that 'we need a sustainability transformation of the digital transformation'. A long-term perspective is required to embed sustainability into the software engineering industry.
",Goal 11: Sustainable cities and communities; Goal 13: Climate action,"Software engineering, as a central practice of digitalization, needs to become accountable for sustainability. In light of the ecological crises and the tremendous impact of digital systems on reshaping economic and social arrangements - often with negative side-effects - we need a sustainability transformation of the digital transformation. However, this is a complex and long-term task. In this article we combine an analysis of accountability arrangements in software engineering and a model of sustainability transformations to trace how certain dynamics are starting to make software engineering accountable for sustainability in the technological, cultural, economic and governance domains. The article discusses existing approaches for sustainable software engineering and software engineering for sustainability, traces emerging discourses that connect digitalization and sustainability, highlights new digital business models that may support sustainability and shows governance efforts to highlight “green and digital” policy problems. Yet, we argue that these are so far niche dynamics and that a sustainability transformation requires a collective and long-lasting effort to engender systemic changes. The goal should be to create varied accountability arrangements for sustainability in software engineering which is embedded in complex ways in society and economy.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
A systematic review and narrative synthesis of antenatal interventions to improve maternal and neonatal health in Nepal,/articles/systematic-review-and-narrative-synthesis-antenatal-interventions-improve-maternal-and,"This systematic review found good quality evidence that micronutrient supplementation and educational interventions can bring important clinical benefits.
",Goal 3: Good health and well-being,"BACKGROUND: Maternal and neonatal mortality rates remain high in many economically underdeveloped countries, including Nepal, and good quality antenatal care can reduce adverse pregnancy outcomes. However, identifying how to best improve antenatal care can be challenging. OBJECTIVE: To identify the interventions that have been investigated in the antenatal period in Nepal for maternal or neonatal benefit. We wanted to understand their scale, location, cost, and effectiveness. STUDY DESIGN: Online bibliographic databases (Cochrane Central, MEDLINE, Embase, CINAHL Plus, British Nursing Index, PsycInfo, Allied and Complementary Medicine) and trial registries (ClinicalTrials.gov and the World Health Organization Clinical Trials Registry Platform) were searched from their inception till May 24, 2020. We included all studies reporting any maternal or neonatal outcome after an intervention in the antenatal period. We screened the studies and extracted the data in duplicate. A meta-analysis was not possible because of the heterogeneity of the interventions and outcomes, so we performed a narrative synthesis of the included studies. RESULTS: A total of 25 studies met our inclusion criteria. These studies showed a variety of approaches toward improving antenatal care (eg, educational programs, incentive schemes, micronutrient supplementation) in different settings (home, community, or hospital-based) and with a wide variety of outcomes. Less than a quarter of the studies were randomized controlled trials, and many were single-site or reported only short-term outcomes. All studies reported having made a positive impact on antenatal care in some way, but only 3 provided a cost-benefit analysis to support implementation. None of these studies focused on the most remote communities in Nepal. CONCLUSION: Our systematic review found good quality evidence that micronutrient supplementation and educational interventions can bring important clinical benefits. Iron and folic acid supplementation significantly reduces neonatal mortality and maternal anemia, whereas birth preparedness classes increase the uptake of antenatal and postnatal care, compliance with micronutrient supplementation, and awareness of the danger signs in pregnancy.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The role of water quality monitoring in the sustainable use of ambient waters,/articles/role-water-quality-monitoring-sustainable-use-ambient-waters,"This Primer discusses the current status, gaps and guture needs of freshwater monitoring programs, towards preserving ecosystem functioning and our own health. 
",Goal 6: Clean water and sanitation; Goal 3: Good health and well-being,"It is abundantly evident among domain experts that human activities are profoundly shifting the health and functioning of freshwater ecosystems away from their natural state. Aquatic ecosystems are suffering biodiversity loss and increasingly act as a sink and conduit for anthropogenic pollution. The detailed extent and impact of this remain unclear due to major deficits in our capability, capacity, and willingness to adequately monitor ambient water quality at scale. To reverse this trend, and to understand our ability to restore and return ambient water bodies to a more sustainable baseline, we need to make a societal commitment to increase our monitoring of freshwaters globally. In this primer, we discuss the current status, gaps, and future needs for coordinated water monitoring programs. In the absence of sustained periodic monitoring, intervention, and management, the health of aquatic ecosystems and environments, and consequently our own health, prosperity, and well-being, will be permanently and irreversibly damaged.",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
